Datetime,Open,High,Low,Close,Adj Close,Volume,Symbol
2023-05-05 00:00:00+00:00,43456.43359375,43456.43359375,43456.43359375,43456.43359375,43456.43359375,0,BNB-JPY
2023-05-05 00:01:00+00:00,43465.7109375,43465.7109375,43465.7109375,43465.7109375,43465.7109375,0,BNB-JPY
2023-05-05 00:02:00+00:00,43460.44921875,43460.44921875,43460.44921875,43460.44921875,43460.44921875,0,BNB-JPY
2023-05-05 00:03:00+00:00,43467.30078125,43467.30078125,43467.30078125,43467.30078125,43467.30078125,7438336,BNB-JPY
2023-05-05 00:04:00+00:00,43466.43359375,43466.43359375,43466.43359375,43466.43359375,43466.43359375,0,BNB-JPY
2023-05-05 00:05:00+00:00,43474.078125,43474.078125,43474.078125,43474.078125,43474.078125,5390336,BNB-JPY
2023-05-05 00:06:00+00:00,43481.46484375,43481.46484375,43481.46484375,43481.46484375,43481.46484375,0,BNB-JPY
2023-05-05 00:07:00+00:00,43484.74609375,43484.74609375,43484.74609375,43484.74609375,43484.74609375,3842048,BNB-JPY
2023-05-05 00:08:00+00:00,43488.4609375,43488.4609375,43488.4609375,43488.4609375,43488.4609375,0,BNB-JPY
2023-05-05 00:09:00+00:00,43492.2109375,43492.2109375,43492.2109375,43492.2109375,43492.2109375,0,BNB-JPY
2023-05-05 00:10:00+00:00,43496.75,43496.75,43496.75,43496.75,43496.75,0,BNB-JPY
2023-05-05 00:11:00+00:00,43494.2265625,43494.2265625,43494.2265625,43494.2265625,43494.2265625,0,BNB-JPY
2023-05-05 00:12:00+00:00,43491.44921875,43491.44921875,43491.44921875,43491.44921875,43491.44921875,0,BNB-JPY
2023-05-05 00:13:00+00:00,43492.80859375,43492.80859375,43492.80859375,43492.80859375,43492.80859375,0,BNB-JPY
2023-05-05 00:14:00+00:00,43489.98828125,43489.98828125,43489.98828125,43489.98828125,43489.98828125,0,BNB-JPY
2023-05-05 00:15:00+00:00,43496.94140625,43496.94140625,43496.94140625,43496.94140625,43496.94140625,905216,BNB-JPY
2023-05-05 00:16:00+00:00,43495.19921875,43495.19921875,43495.19921875,43495.19921875,43495.19921875,0,BNB-JPY
2023-05-05 00:17:00+00:00,43499.5390625,43499.5390625,43499.5390625,43499.5390625,43499.5390625,0,BNB-JPY
2023-05-05 00:18:00+00:00,43497.48046875,43497.48046875,43497.48046875,43497.48046875,43497.48046875,0,BNB-JPY
2023-05-05 00:19:00+00:00,43496.40234375,43496.40234375,43496.40234375,43496.40234375,43496.40234375,0,BNB-JPY
2023-05-05 00:20:00+00:00,43482.5234375,43482.5234375,43482.5234375,43482.5234375,43482.5234375,0,BNB-JPY
2023-05-05 00:21:00+00:00,43477.23046875,43477.23046875,43477.23046875,43477.23046875,43477.23046875,0,BNB-JPY
2023-05-05 00:22:00+00:00,43479.5859375,43479.5859375,43479.5859375,43479.5859375,43479.5859375,0,BNB-JPY
2023-05-05 00:23:00+00:00,43483.34765625,43483.34765625,43483.34765625,43483.34765625,43483.34765625,0,BNB-JPY
2023-05-05 00:24:00+00:00,43479.64453125,43479.64453125,43479.64453125,43479.64453125,43479.64453125,0,BNB-JPY
2023-05-05 00:25:00+00:00,43489.375,43489.375,43489.375,43489.375,43489.375,0,BNB-JPY
2023-05-05 00:26:00+00:00,43483.66015625,43483.66015625,43483.66015625,43483.66015625,43483.66015625,0,BNB-JPY
2023-05-05 00:27:00+00:00,43490.0546875,43490.0546875,43490.0546875,43490.0546875,43490.0546875,282353664,BNB-JPY
2023-05-05 00:28:00+00:00,43483.37890625,43483.37890625,43483.37890625,43483.37890625,43483.37890625,0,BNB-JPY
2023-05-05 00:29:00+00:00,43484.7421875,43484.7421875,43484.7421875,43484.7421875,43484.7421875,0,BNB-JPY
2023-05-05 00:30:00+00:00,43488.0078125,43488.0078125,43488.0078125,43488.0078125,43488.0078125,0,BNB-JPY
2023-05-05 00:31:00+00:00,43491.375,43491.375,43491.375,43491.375,43491.375,0,BNB-JPY
2023-05-05 00:32:00+00:00,43508.140625,43508.140625,43508.140625,43508.140625,43508.140625,0,BNB-JPY
2023-05-05 00:33:00+00:00,43509.8125,43509.8125,43509.8125,43509.8125,43509.8125,0,BNB-JPY
2023-05-05 00:34:00+00:00,43518.68359375,43518.68359375,43518.68359375,43518.68359375,43518.68359375,8486912,BNB-JPY
