Datetime,Open,High,Low,Close,Adj Close,Volume,Symbol
2023-05-05 00:00:00+00:00,6.474518158938736e-06,6.474518158938736e-06,6.474518158938736e-06,6.474518158938736e-06,6.474518158938736e-06,0,COMP-JPY
2023-05-05 00:01:00+00:00,6.475719601439778e-06,6.475719601439778e-06,6.475719601439778e-06,6.475719601439778e-06,6.475719601439778e-06,0,COMP-JPY
2023-05-05 00:02:00+00:00,6.474283964053029e-06,6.474283964053029e-06,6.474283964053029e-06,6.474283964053029e-06,6.474283964053029e-06,0,COMP-JPY
2023-05-05 00:03:00+00:00,6.475053396570729e-06,6.475053396570729e-06,6.475053396570729e-06,6.475053396570729e-06,6.475053396570729e-06,0,COMP-JPY
2023-05-05 00:04:00+00:00,6.475285317719681e-06,6.475285317719681e-06,6.475285317719681e-06,6.475285317719681e-06,6.475285317719681e-06,0,COMP-JPY
2023-05-05 00:05:00+00:00,6.476877842942486e-06,6.476877842942486e-06,6.476877842942486e-06,6.476877842942486e-06,6.476877842942486e-06,0,COMP-JPY
2023-05-05 00:06:00+00:00,6.477746410382679e-06,6.477746410382679e-06,6.477746410382679e-06,6.477746410382679e-06,6.477746410382679e-06,0,COMP-JPY
2023-05-05 00:07:00+00:00,6.478144769062055e-06,6.478144769062055e-06,6.478144769062055e-06,6.478144769062055e-06,6.478144769062055e-06,0,COMP-JPY
2023-05-05 00:08:00+00:00,6.478481282101711e-06,6.478481282101711e-06,6.478481282101711e-06,6.478481282101711e-06,6.478481282101711e-06,0,COMP-JPY
2023-05-05 00:09:00+00:00,6.478727755165892e-06,6.478727755165892e-06,6.478727755165892e-06,6.478727755165892e-06,6.478727755165892e-06,0,COMP-JPY
2023-05-05 00:10:00+00:00,6.479001513071125e-06,6.479001513071125e-06,6.479001513071125e-06,6.479001513071125e-06,6.479001513071125e-06,0,COMP-JPY
2023-05-05 00:11:00+00:00,6.478156592493178e-06,6.478156592493178e-06,6.478156592493178e-06,6.478156592493178e-06,6.478156592493178e-06,0,COMP-JPY
2023-05-05 00:12:00+00:00,6.477215720224194e-06,6.477215720224194e-06,6.477215720224194e-06,6.477215720224194e-06,6.477215720224194e-06,0,COMP-JPY
2023-05-05 00:13:00+00:00,6.477457191067515e-06,6.477457191067515e-06,6.477457191067515e-06,6.477457191067515e-06,6.477457191067515e-06,0,COMP-JPY
2023-05-05 00:14:00+00:00,6.4769624259497505e-06,6.4769624259497505e-06,6.4769624259497505e-06,6.4769624259497505e-06,6.4769624259497505e-06,0,COMP-JPY
2023-05-05 00:15:00+00:00,6.477742772403872e-06,6.477742772403872e-06,6.477742772403872e-06,6.477742772403872e-06,6.477742772403872e-06,0,COMP-JPY
2023-05-05 00:16:00+00:00,6.477746410382679e-06,6.477746410382679e-06,6.477746410382679e-06,6.477746410382679e-06,6.477746410382679e-06,0,COMP-JPY
2023-05-05 00:17:00+00:00,6.477650003944291e-06,6.477650003944291e-06,6.477650003944291e-06,6.477650003944291e-06,6.477650003944291e-06,0,COMP-JPY
2023-05-05 00:18:00+00:00,6.477505394286709e-06,6.477505394286709e-06,6.477505394286709e-06,6.477505394286709e-06,6.477505394286709e-06,0,COMP-JPY
2023-05-05 00:19:00+00:00,6.477167517005e-06,6.477167517005e-06,6.477167517005e-06,6.477167517005e-06,6.477167517005e-06,0,COMP-JPY
2023-05-05 00:20:00+00:00,6.476033377111889e-06,6.476033377111889e-06,6.476033377111889e-06,6.476033377111889e-06,6.476033377111889e-06,0,COMP-JPY
