Datetime,Open,High,Low,Close,Adj Close,Volume,Symbol
2023-05-05 00:00:00+00:00,23.747940063476562,23.747940063476562,23.747940063476562,23.747940063476562,23.747940063476562,0,ALGO-JPY
2023-05-05 00:01:00+00:00,23.751699447631836,23.751699447631836,23.751699447631836,23.751699447631836,23.751699447631836,0,ALGO-JPY
2023-05-05 00:02:00+00:00,23.74239158630371,23.74239158630371,23.74239158630371,23.74239158630371,23.74239158630371,0,ALGO-JPY
2023-05-05 00:03:00+00:00,23.7479190826416,23.7479190826416,23.7479190826416,23.7479190826416,23.7479190826416,501760,ALGO-JPY
2023-05-05 00:04:00+00:00,23.75045394897461,23.75045394897461,23.75045394897461,23.75045394897461,23.75045394897461,0,ALGO-JPY
2023-05-05 00:05:00+00:00,23.76272201538086,23.76272201538086,23.76272201538086,23.76272201538086,23.76272201538086,870144,ALGO-JPY
2023-05-05 00:06:00+00:00,23.76624870300293,23.76624870300293,23.76624870300293,23.76624870300293,23.76624870300293,3358464,ALGO-JPY
2023-05-05 00:07:00+00:00,23.767784118652344,23.767784118652344,23.767784118652344,23.767784118652344,23.767784118652344,257792,ALGO-JPY
2023-05-05 00:08:00+00:00,23.76481056213379,23.76481056213379,23.76481056213379,23.76481056213379,23.76481056213379,0,ALGO-JPY
2023-05-05 00:09:00+00:00,23.76648712158203,23.76648712158203,23.76648712158203,23.76648712158203,23.76648712158203,0,ALGO-JPY
2023-05-05 00:10:00+00:00,23.768945693969727,23.768945693969727,23.768945693969727,23.768945693969727,23.768945693969727,0,ALGO-JPY
2023-05-05 00:11:00+00:00,23.77051544189453,23.77051544189453,23.77051544189453,23.77051544189453,23.77051544189453,3481088,ALGO-JPY
2023-05-05 00:12:00+00:00,23.767303466796875,23.767303466796875,23.767303466796875,23.767303466796875,23.767303466796875,0,ALGO-JPY
2023-05-05 00:13:00+00:00,23.767770767211914,23.767770767211914,23.767770767211914,23.767770767211914,23.767770767211914,546816,ALGO-JPY
2023-05-05 00:14:00+00:00,23.776182174682617,23.776182174682617,23.776182174682617,23.776182174682617,23.776182174682617,0,ALGO-JPY
2023-05-05 00:15:00+00:00,23.780385971069336,23.780385971069336,23.780385971069336,23.780385971069336,23.780385971069336,0,ALGO-JPY
2023-05-05 00:16:00+00:00,23.78241539001465,23.78241539001465,23.78241539001465,23.78241539001465,23.78241539001465,0,ALGO-JPY
2023-05-05 00:17:00+00:00,23.792043685913086,23.792043685913086,23.792043685913086,23.792043685913086,23.792043685913086,0,ALGO-JPY
2023-05-05 00:18:00+00:00,23.79007911682129,23.79007911682129,23.79007911682129,23.79007911682129,23.79007911682129,0,ALGO-JPY
2023-05-05 00:19:00+00:00,23.791067123413086,23.791067123413086,23.791067123413086,23.791067123413086,23.791067123413086,0,ALGO-JPY
2023-05-05 00:20:00+00:00,23.782546997070312,23.782546997070312,23.782546997070312,23.782546997070312,23.782546997070312,0,ALGO-JPY
2023-05-05 00:21:00+00:00,23.781980514526367,23.781980514526367,23.781980514526367,23.781980514526367,23.781980514526367,0,ALGO-JPY
2023-05-05 00:22:00+00:00,23.785707473754883,23.785707473754883,23.785707473754883,23.785707473754883,23.785707473754883,0,ALGO-JPY
2023-05-05 00:23:00+00:00,23.792198181152344,23.792198181152344,23.792198181152344,23.792198181152344,23.792198181152344,0,ALGO-JPY
2023-05-05 00:24:00+00:00,23.788860321044922,23.788860321044922,23.788860321044922,23.788860321044922,23.788860321044922,0,ALGO-JPY
2023-05-05 00:25:00+00:00,23.794233322143555,23.794233322143555,23.794233322143555,23.794233322143555,23.794233322143555,0,ALGO-JPY
2023-05-05 00:26:00+00:00,23.783987045288086,23.783987045288086,23.783987045288086,23.783987045288086,23.783987045288086,0,ALGO-JPY
2023-05-05 00:27:00+00:00,23.787124633789062,23.787124633789062,23.787124633789062,23.787124633789062,23.787124633789062,0,ALGO-JPY
2023-05-05 00:28:00+00:00,23.784624099731445,23.784624099731445,23.784624099731445,23.784624099731445,23.784624099731445,0,ALGO-JPY
2023-05-05 00:29:00+00:00,23.78398895263672,23.78398895263672,23.78398895263672,23.78398895263672,23.78398895263672,0,ALGO-JPY
2023-05-05 00:30:00+00:00,23.785558700561523,23.785558700561523,23.785558700561523,23.785558700561523,23.785558700561523,0,ALGO-JPY
2023-05-05 00:31:00+00:00,23.78852653503418,23.78852653503418,23.78852653503418,23.78852653503418,23.78852653503418,52992,ALGO-JPY
2023-05-05 00:32:00+00:00,23.798974990844727,23.798974990844727,23.798974990844727,23.798974990844727,23.798974990844727,673792,ALGO-JPY
2023-05-05 00:33:00+00:00,23.799686431884766,23.799686431884766,23.799686431884766,23.799686431884766,23.799686431884766,0,ALGO-JPY
2023-05-05 00:34:00+00:00,23.80255889892578,23.80255889892578,23.80255889892578,23.80255889892578,23.80255889892578,0,ALGO-JPY
2023-05-05 00:35:00+00:00,23.8095645904541,23.8095645904541,23.8095645904541,23.8095645904541,23.8095645904541,0,ALGO-JPY
2023-05-05 00:36:00+00:00,23.808765411376953,23.808765411376953,23.808765411376953,23.808765411376953,23.808765411376953,0,ALGO-JPY
2023-05-05 00:37:00+00:00,23.809383392333984,23.809383392333984,23.809383392333984,23.809383392333984,23.809383392333984,0,ALGO-JPY
2023-05-05 00:38:00+00:00,23.81899070739746,23.81899070739746,23.81899070739746,23.81899070739746,23.81899070739746,541440,ALGO-JPY
2023-05-05 00:39:00+00:00,23.8131160736084,23.8131160736084,23.8131160736084,23.8131160736084,23.8131160736084,0,ALGO-JPY
2023-05-05 00:40:00+00:00,23.81029510498047,23.81029510498047,23.81029510498047,23.81029510498047,23.81029510498047,0,ALGO-JPY
2023-05-05 00:41:00+00:00,23.803295135498047,23.803295135498047,23.803295135498047,23.803295135498047,23.803295135498047,0,ALGO-JPY
2023-05-05 00:42:00+00:00,23.80789566040039,23.80789566040039,23.80789566040039,23.80789566040039,23.80789566040039,776960,ALGO-JPY
2023-05-05 00:43:00+00:00,23.80493927001953,23.80493927001953,23.80493927001953,23.80493927001953,23.80493927001953,0,ALGO-JPY
2023-05-05 00:44:00+00:00,23.7987003326416,23.7987003326416,23.7987003326416,23.7987003326416,23.7987003326416,0,ALGO-JPY
2023-05-05 00:45:00+00:00,23.79469108581543,23.79469108581543,23.79469108581543,23.79469108581543,23.79469108581543,0,ALGO-JPY
2023-05-05 00:46:00+00:00,23.80010414123535,23.80010414123535,23.80010414123535,23.80010414123535,23.80010414123535,1093120,ALGO-JPY
2023-05-05 00:47:00+00:00,23.80549430847168,23.80549430847168,23.80549430847168,23.80549430847168,23.80549430847168,0,ALGO-JPY
2023-05-05 00:48:00+00:00,23.807424545288086,23.807424545288086,23.807424545288086,23.807424545288086,23.807424545288086,0,ALGO-JPY
2023-05-05 00:49:00+00:00,23.810041427612305,23.810041427612305,23.810041427612305,23.810041427612305,23.810041427612305,0,ALGO-JPY
2023-05-05 00:50:00+00:00,23.808143615722656,23.808143615722656,23.808143615722656,23.808143615722656,23.808143615722656,0,ALGO-JPY
2023-05-05 00:51:00+00:00,23.809043884277344,23.809043884277344,23.809043884277344,23.809043884277344,23.809043884277344,0,ALGO-JPY
2023-05-05 00:52:00+00:00,23.804105758666992,23.804105758666992,23.804105758666992,23.804105758666992,23.804105758666992,0,ALGO-JPY
2023-05-05 00:53:00+00:00,23.803253173828125,23.803253173828125,23.803253173828125,23.803253173828125,23.803253173828125,0,ALGO-JPY
2023-05-05 00:54:00+00:00,23.810155868530273,23.810155868530273,23.810155868530273,23.810155868530273,23.810155868530273,0,ALGO-JPY
2023-05-05 00:55:00+00:00,23.808713912963867,23.808713912963867,23.808713912963867,23.808713912963867,23.808713912963867,0,ALGO-JPY
2023-05-05 00:56:00+00:00,23.817689895629883,23.817689895629883,23.817689895629883,23.817689895629883,23.817689895629883,2289408,ALGO-JPY
2023-05-05 00:57:00+00:00,23.814788818359375,23.814788818359375,23.814788818359375,23.814788818359375,23.814788818359375,890112,ALGO-JPY
2023-05-05 00:58:00+00:00,23.814838409423828,23.814838409423828,23.814838409423828,23.814838409423828,23.814838409423828,0,ALGO-JPY
2023-05-05 00:59:00+00:00,23.825597763061523,23.825597763061523,23.825597763061523,23.825597763061523,23.825597763061523,0,ALGO-JPY
2023-05-05 01:00:00+00:00,23.825395584106445,23.825395584106445,23.825395584106445,23.825395584106445,23.825395584106445,0,ALGO-JPY
